1991,2,245,9562
1992,4,241,9232
1993,2,245,9560
1994,4,241,9232
1995,2,253,10378
1996,5,240,9168
1997,6,243,9405
1998,2,245,9558
1999,2,247,9718
2000,7,244,9482
2001,5,238,9013
2002,7,236,8863
2003,10,238,9016
2004,10,240,9169
2005,13,242,9327
2006,16,240,9171
2007,28,240,9167
2008,18,243,9406
2009,34,241,9255
2010,29,240,9169
2011,50,239,9092
2012,77,241,9242
2013,60,241,9247
2014,86,241,9232
2015,97,237,8936
